training loss,out_0,out_1,epoch,step
0.5130425691604614,0.28351083397865295,0.28373008966445923,24,49
0.496034175157547,0.29550090432167053,0.2957030236721039,49,99
0.48045217990875244,0.30666670203208923,0.30685341358184814,74,149
0.4661402106285095,0.3170826733112335,0.3172553479671478,99,199
0.4529658854007721,0.326812744140625,0.326972633600235,124,249
0.4408148229122162,0.33591291308403015,0.33606112003326416,149,299
0.4295874834060669,0.34443339705467224,0.34457075595855713,174,349
0.4191959500312805,0.3524191677570343,0.3525465726852417,199,399
0.40956228971481323,0.3599112331867218,0.3600294291973114,224,449
0.40061748027801514,0.366946816444397,0.3670565187931061,249,499
0.3922998905181885,0.37355974316596985,0.37366151809692383,274,549
0.38455450534820557,0.3797808885574341,0.37987542152404785,299,599
